Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Serious,22:58,Monday,Foggy,Dark,State Highway,Dry,Police Checkpost,105,5
0,Minor,4:1,Tuesday,Rainy,Dawn,National Highway,Wet,Police Checkpost,79,3
1,Fatal,11:21,Sunday,Clear,Dark,State Highway,Wet,Police Checkpost,112,3
0,Serious,2:28,Sunday,Foggy,Dark,State Highway,Wet,Signals,90,5
0,Fatal,2:43,Monday,Clear,Daylight,National Highway,Damaged,Signals,105,1
0,Minor,11:11,Friday,Foggy,Dark,National Highway,Under Construction,Unknown,52,4
1,Minor,6:55,Friday,Hazy,Dawn,National Highway,Dry,Signals,63,4
0,Minor,5:6,Thursday,Clear,Dark,Urban Road,Wet,Signs,120,5
0,Fatal,0:7,Monday,Stormy,Dark,State Highway,Under Construction,Signals,108,3
0,Serious,13:47,Friday,Stormy,Dark,Village Road,Dry,Unknown,45,5
0,Serious,13:46,Wednesday,Rainy,Dusk,Village Road,Under Construction,Unknown,99,2
0,Serious,8:30,Thursday,Stormy,Dawn,Village Road,Dry,Unknown,115,2
0,Fatal,11:49,Friday,Foggy,Daylight,Urban Road,Under Construction,Signals,117,4
0,Fatal,20:1,Thursday,Rainy,Dawn,Urban Road,Under Construction,Police Checkpost,45,2
0,Serious,21:8,Saturday,Foggy,Dark,Village Road,Dry,Signs,111,3
0,Fatal,16:24,Monday,Rainy,Dusk,State Highway,Under Construction,Signs,82,2
0,Minor,21:54,Tuesday,Rainy,Dawn,State Highway,Under Construction,Police Checkpost,109,4
0,Minor,16:53,Sunday,Stormy,Dawn,State Highway,Wet,Unknown,100,2
0,Serious,18:38,Sunday,Foggy,Dawn,Village Road,Under Construction,Signs,105,1
0,Fatal,1:24,Saturday,Clear,Dark,Urban Road,Dry,Signs,74,4
0,Fatal,20:41,Wednesday,Foggy,Dawn,National Highway,Dry,Police Checkpost,62,5
0,Fatal,1:25,Sunday,Rainy,Dark,Village Road,Dry,Signs,79,5
0,Serious,4:4,Tuesday,Foggy,Dawn,State Highway,Dry,Police Checkpost,38,1
0,Fatal,21:28,Friday,Foggy,Dawn,Village Road,Wet,Signs,110,1
0,Serious,15:13,Tuesday,Foggy,Dark,Urban Road,Dry,Signals,119,2
0,Fatal,15:32,Monday,Stormy,Dawn,Urban Road,Wet,Unknown,65,2
1,Minor,5:14,Friday,Hazy,Daylight,Village Road,Dry,Unknown,95,1
0,Serious,7:16,Monday,Foggy,Dawn,State Highway,Under Construction,Signs,73,4
0,Minor,2:51,Sunday,Rainy,Dusk,Urban Road,Wet,Signals,111,2
0,Minor,22:17,Monday,Stormy,Dawn,National Highway,Damaged,Unknown,104,3
0,Fatal,2:35,Wednesday,Stormy,Dawn,Urban Road,Under Construction,Signs,101,5
1,Serious,22:58,Thursday,Rainy,Dark,National Highway,Under Construction,Signs,94,2
0,Fatal,7:25,Monday,Clear,Dawn,State Highway,Wet,Unknown,117,1
0,Fatal,13:32,Monday,Hazy,Dusk,Village Road,Wet,Signs,104,3
1,Minor,4:9,Thursday,Hazy,Dark,National Highway,Wet,Unknown,62,1
0,Minor,5:40,Tuesday,Clear,Dark,Village Road,Damaged,Signs,52,5
0,Serious,7:43,Sunday,Foggy,Dawn,State Highway,Under Construction,Signs,85,3
0,Fatal,16:38,Tuesday,Hazy,Daylight,Urban Road,Wet,Signs,61,3
0,Serious,7:48,Saturday,Clear,Dusk,Urban Road,Damaged,Unknown,44,4
1,Fatal,7:0,Tuesday,Hazy,Dusk,State Highway,Dry,Signals,53,3
1,Fatal,17:41,Sunday,Hazy,Dusk,Urban Road,Under Construction,Signs,53,3
0,Minor,9:58,Sunday,Foggy,Dawn,Village Road,Dry,Unknown,100,3
0,Fatal,14:56,Wednesday,Rainy,Daylight,Urban Road,Wet,Police Checkpost,90,2
0,Minor,1:42,Friday,Foggy,Dark,National Highway,Damaged,Signs,39,5
0,Serious,0:28,Saturday,Stormy,Daylight,State Highway,Dry,Police Checkpost,103,4
0,Serious,6:22,Monday,Hazy,Daylight,Urban Road,Under Construction,Police Checkpost,67,1
0,Minor,6:12,Wednesday,Rainy,Dawn,Village Road,Under Construction,Unknown,48,1
0,Minor,6:37,Monday,Hazy,Dark,State Highway,Dry,Signals,40,2
0,Fatal,21:47,Saturday,Stormy,Daylight,State Highway,Dry,Police Checkpost,109,1
0,Fatal,16:58,Friday,Rainy,Dark,State Highway,Under Construction,Police Checkpost,31,4
0,Serious,6:12,Tuesday,Foggy,Dusk,Urban Road,Damaged,Signs,107,3
0,Serious,10:39,Tuesday,Rainy,Dawn,National Highway,Dry,Signs,89,2
0,Minor,7:7,Friday,Stormy,Dawn,State Highway,Wet,Unknown,53,5
0,Fatal,14:13,Sunday,Hazy,Dusk,National Highway,Damaged,Signs,51,2
0,Serious,23:45,Monday,Hazy,Dawn,Urban Road,Wet,Signs,112,5
0,Serious,18:49,Sunday,Clear,Dawn,State Highway,Dry,Signals,37,3
0,Fatal,5:40,Monday,Foggy,Dark,Village Road,Wet,Signs,32,4
0,Fatal,10:28,Tuesday,Clear,Dusk,Village Road,Under Construction,Signs,54,3
0,Serious,8:10,Friday,Rainy,Dark,National Highway,Under Construction,Police Checkpost,115,2
0,Fatal,18:16,Wednesday,Stormy,Dark,Village Road,Damaged,Signals,120,3
0,Serious,14:50,Sunday,Clear,Dark,Village Road,Damaged,Signs,81,3
1,Fatal,3:41,Friday,Foggy,Daylight,State Highway,Damaged,Unknown,49,1
0,Minor,18:58,Friday,Stormy,Dusk,National Highway,Under Construction,Police Checkpost,83,3
1,Fatal,17:21,Saturday,Hazy,Dusk,National Highway,Wet,Signs,51,2
0,Serious,15:14,Thursday,Rainy,Dark,Urban Road,Dry,Signals,96,2
0,Minor,3:28,Thursday,Rainy,Dusk,State Highway,Dry,Signals,60,4
0,Minor,4:55,Sunday,Foggy,Dawn,National Highway,Wet,Signals,106,3
0,Minor,22:25,Saturday,Stormy,Dusk,Urban Road,Dry,Signs,105,3
0,Fatal,19:24,Wednesday,Clear,Dark,Urban Road,Wet,Police Checkpost,84,5
0,Minor,11:32,Saturday,Foggy,Dusk,State Highway,Wet,Police Checkpost,57,3
0,Minor,19:2,Monday,Clear,Dark,State Highway,Wet,Police Checkpost,103,5
1,Fatal,23:23,Sunday,Stormy,Dawn,Village Road,Wet,Signs,70,3
0,Serious,13:45,Friday,Hazy,Dark,Urban Road,Wet,Police Checkpost,71,4
0,Fatal,18:39,Thursday,Foggy,Daylight,Urban Road,Dry,Police Checkpost,57,3
0,Minor,14:28,Friday,Rainy,Dusk,Village Road,Wet,Signals,39,3
1,Minor,5:8,Thursday,Stormy,Daylight,Urban Road,Damaged,Signs,103,5
0,Minor,18:23,Saturday,Clear,Dark,National Highway,Under Construction,Signs,96,3
0,Fatal,17:29,Saturday,Rainy,Dawn,Village Road,Under Construction,Police Checkpost,67,5
0,Fatal,21:53,Tuesday,Clear,Daylight,Urban Road,Dry,Signs,118,2
0,Minor,6:45,Thursday,Hazy,Daylight,National Highway,Wet,Police Checkpost,69,5
0,Minor,11:55,Thursday,Clear,Dawn,National Highway,Dry,Signs,58,3
1,Serious,3:41,Friday,Foggy,Daylight,Village Road,Under Construction,Unknown,91,1
0,Serious,7:43,Monday,Foggy,Dusk,National Highway,Wet,Signs,81,4
0,Fatal,0:50,Sunday,Rainy,Dusk,Urban Road,Under Construction,Police Checkpost,69,2
0,Serious,23:18,Friday,Hazy,Dark,National Highway,Under Construction,Signs,59,2
0,Serious,11:17,Monday,Clear,Daylight,Urban Road,Dry,Police Checkpost,87,4
1,Minor,18:40,Tuesday,Hazy,Dawn,State Highway,Wet,Unknown,31,2
0,Fatal,23:56,Monday,Rainy,Dawn,Village Road,Wet,Signals,104,3
0,Fatal,5:14,Saturday,Rainy,Dark,Village Road,Wet,Signs,75,2
0,Serious,3:23,Wednesday,Clear,Daylight,National Highway,Dry,Signals,49,3
0,Minor,16:37,Tuesday,Stormy,Daylight,National Highway,Wet,Signs,101,1
0,Minor,19:16,Sunday,Rainy,Dusk,National Highway,Under Construction,Police Checkpost,86,2
0,Minor,3:49,Saturday,Foggy,Dark,National Highway,Damaged,Unknown,60,5
0,Serious,1:25,Wednesday,Foggy,Dark,Urban Road,Wet,Signs,79,5
0,Fatal,22:44,Thursday,Clear,Daylight,Village Road,Dry,Police Checkpost,65,5
0,Fatal,15:35,Friday,Rainy,Dark,State Highway,Damaged,Police Checkpost,58,1
0,Fatal,12:28,Sunday,Clear,Dark,Village Road,Damaged,Police Checkpost,87,4
0,Fatal,20:49,Monday,Foggy,Daylight,Village Road,Damaged,Police Checkpost,106,2
0,Minor,11:9,Tuesday,Hazy,Dawn,Village Road,Wet,Signs,60,2
0,Minor,22:33,Thursday,Stormy,Daylight,State Highway,Wet,Signs,51,1
0,Serious,20:59,Wednesday,Foggy,Dawn,State Highway,Damaged,Signals,37,4
1,Serious,23:47,Thursday,Foggy,Daylight,State Highway,Under Construction,Signals,35,2
0,Serious,10:49,Monday,Clear,Dusk,National Highway,Wet,Police Checkpost,72,2
0,Minor,23:43,Saturday,Clear,Dark,State Highway,Dry,Signals,78,5
1,Fatal,9:47,Wednesday,Stormy,Dark,State Highway,Under Construction,Unknown,54,3
0,Serious,3:50,Thursday,Foggy,Dawn,Village Road,Wet,Unknown,98,5
0,Minor,16:31,Wednesday,Stormy,Dawn,Urban Road,Damaged,Signals,87,3
0,Minor,20:13,Monday,Foggy,Daylight,Village Road,Dry,Unknown,92,2
1,Serious,7:1,Monday,Hazy,Dark,Urban Road,Under Construction,Signals,73,1
0,Minor,3:21,Tuesday,Stormy,Dawn,State Highway,Under Construction,Unknown,46,1
0,Serious,3:39,Sunday,Foggy,Dark,Urban Road,Wet,Signals,118,2
0,Minor,6:15,Friday,Stormy,Dawn,Village Road,Wet,Signals,64,4
0,Minor,9:3,Wednesday,Clear,Daylight,Village Road,Dry,Signs,101,3
0,Minor,23:1,Monday,Rainy,Daylight,Urban Road,Damaged,Unknown,120,1
0,Serious,23:39,Saturday,Clear,Dawn,Urban Road,Wet,Unknown,83,3
0,Serious,20:38,Monday,Stormy,Daylight,State Highway,Dry,Signs,31,4
0,Serious,14:15,Friday,Clear,Dawn,Village Road,Wet,Police Checkpost,107,4
0,Minor,1:19,Tuesday,Stormy,Dawn,Village Road,Under Construction,Unknown,54,1
0,Minor,3:13,Thursday,Foggy,Dawn,Urban Road,Under Construction,Police Checkpost,76,5
0,Minor,12:52,Monday,Stormy,Dusk,State Highway,Damaged,Signals,100,5
0,Serious,20:6,Tuesday,Clear,Dark,Village Road,Dry,Unknown,52,3
1,Fatal,20:13,Friday,Rainy,Dusk,State Highway,Dry,Signs,81,5
0,Minor,4:3,Thursday,Stormy,Daylight,Urban Road,Dry,Unknown,63,3
0,Minor,8:14,Tuesday,Clear,Daylight,Village Road,Dry,Signs,109,1
0,Serious,1:4,Monday,Stormy,Dusk,Urban Road,Dry,Police Checkpost,114,2
0,Fatal,7:37,Thursday,Foggy,Dusk,Village Road,Dry,Signs,84,1
0,Fatal,16:5,Saturday,Foggy,Dusk,State Highway,Wet,Signs,98,3
0,Serious,18:6,Sunday,Rainy,Daylight,State Highway,Under Construction,Unknown,44,1
0,Minor,18:24,Wednesday,Foggy,Dark,Urban Road,Wet,Police Checkpost,59,4
0,Fatal,22:36,Wednesday,Hazy,Dawn,Urban Road,Under Construction,Unknown,32,3
0,Fatal,14:16,Saturday,Hazy,Dark,Village Road,Wet,Signals,31,1
0,Fatal,0:59,Sunday,Clear,Dusk,Urban Road,Damaged,Signs,65,3
0,Fatal,16:38,Monday,Clear,Dark,National Highway,Dry,Signals,93,2
1,Fatal,9:44,Monday,Hazy,Dark,Urban Road,Damaged,Signs,98,1
0,Serious,6:30,Friday,Rainy,Dusk,National Highway,Dry,Signals,59,2
0,Minor,12:47,Monday,Stormy,Dark,National Highway,Wet,Police Checkpost,112,4
0,Serious,6:50,Friday,Hazy,Dark,Village Road,Wet,Signs,92,1
0,Serious,0:51,Monday,Rainy,Dusk,State Highway,Damaged,Police Checkpost,30,1
0,Fatal,7:6,Saturday,Foggy,Dark,Village Road,Damaged,Signals,32,1
0,Fatal,14:53,Sunday,Hazy,Daylight,State Highway,Damaged,Police Checkpost,96,1
0,Fatal,11:58,Wednesday,Hazy,Dark,National Highway,Wet,Unknown,84,5
0,Minor,12:23,Sunday,Clear,Dusk,State Highway,Under Construction,Signs,80,1
0,Minor,0:15,Wednesday,Rainy,Daylight,Urban Road,Damaged,Signals,37,2
0,Minor,11:39,Saturday,Clear,Dusk,Village Road,Under Construction,Signs,101,2
0,Fatal,14:7,Tuesday,Hazy,Dusk,National Highway,Under Construction,Signals,42,3
0,Minor,1:38,Wednesday,Stormy,Dusk,State Highway,Dry,Unknown,49,5
0,Minor,7:36,Tuesday,Foggy,Dusk,State Highway,Damaged,Signs,105,5
0,Fatal,21:37,Tuesday,Clear,Daylight,National Highway,Damaged,Unknown,39,1
0,Serious,3:59,Saturday,Stormy,Dawn,Village Road,Dry,Police Checkpost,77,5
0,Minor,0:30,Tuesday,Hazy,Dark,Village Road,Damaged,Signs,31,1
0,Minor,12:56,Sunday,Hazy,Dark,Village Road,Dry,Signals,61,1
0,Fatal,7:51,Thursday,Hazy,Dark,State Highway,Damaged,Signals,50,5
0,Minor,8:27,Friday,Clear,Dark,National Highway,Damaged,Unknown,108,2
0,Serious,19:38,Sunday,Stormy,Daylight,National Highway,Wet,Signs,85,4
0,Fatal,8:13,Monday,Rainy,Dark,Village Road,Under Construction,Signs,39,5
0,Minor,14:28,Tuesday,Hazy,Daylight,Village Road,Dry,Police Checkpost,34,4
0,Serious,21:5,Thursday,Clear,Dusk,Village Road,Wet,Signals,75,1
0,Fatal,17:7,Saturday,Foggy,Daylight,National Highway,Wet,Signals,40,2
1,Serious,14:47,Thursday,Clear,Dark,State Highway,Wet,Signs,96,3
1,Serious,21:42,Wednesday,Clear,Daylight,National Highway,Damaged,Signs,107,1
0,Minor,18:19,Thursday,Clear,Dusk,State Highway,Wet,Police Checkpost,72,2
0,Fatal,1:56,Tuesday,Foggy,Daylight,Village Road,Damaged,Signs,94,3
0,Minor,22:28,Thursday,Rainy,Daylight,National Highway,Damaged,Signals,35,3
1,Fatal,8:50,Friday,Foggy,Dawn,National Highway,Wet,Unknown,61,3
1,Serious,7:41,Tuesday,Foggy,Dawn,Village Road,Damaged,Unknown,30,4
0,Fatal,21:7,Tuesday,Foggy,Dawn,Urban Road,Wet,Signals,45,5
0,Minor,11:18,Thursday,Hazy,Dusk,National Highway,Damaged,Police Checkpost,115,2
0,Fatal,19:52,Saturday,Hazy,Daylight,National Highway,Dry,Police Checkpost,35,5
0,Fatal,11:21,Saturday,Hazy,Dawn,Village Road,Damaged,Signals,66,4
0,Minor,17:19,Sunday,Hazy,Dawn,Village Road,Wet,Police Checkpost,34,5
0,Serious,19:1,Monday,Foggy,Dark,Village Road,Damaged,Signals,99,3
0,Serious,1:53,Tuesday,Hazy,Dawn,National Highway,Dry,Signals,73,4
1,Fatal,7:47,Saturday,Foggy,Dawn,National Highway,Under Construction,Signals,59,5
1,Fatal,21:34,Wednesday,Clear,Dawn,State Highway,Damaged,Signs,46,4
0,Fatal,23:26,Friday,Clear,Dusk,State Highway,Damaged,Signals,85,5
0,Minor,4:1,Wednesday,Stormy,Dawn,Urban Road,Under Construction,Signals,98,3
0,Fatal,7:12,Saturday,Rainy,Dawn,State Highway,Dry,Police Checkpost,34,1
1,Serious,17:22,Wednesday,Rainy,Dark,National Highway,Dry,Signals,79,1
0,Minor,15:30,Sunday,Clear,Dawn,Village Road,Damaged,Police Checkpost,70,1
0,Fatal,21:33,Saturday,Stormy,Dark,Village Road,Under Construction,Unknown,112,5
0,Fatal,23:40,Thursday,Stormy,Dawn,Urban Road,Dry,Signs,103,5
0,Minor,1:18,Monday,Hazy,Dark,State Highway,Wet,Signals,41,1
0,Minor,22:59,Wednesday,Rainy,Dawn,Village Road,Wet,Police Checkpost,63,4
0,Serious,19:19,Friday,Foggy,Dawn,National Highway,Dry,Police Checkpost,61,3
0,Minor,22:23,Wednesday,Clear,Dusk,National Highway,Wet,Police Checkpost,93,2
0,Minor,14:47,Monday,Foggy,Dusk,Urban Road,Damaged,Unknown,117,3
0,Minor,18:8,Monday,Hazy,Dawn,Village Road,Dry,Unknown,33,2
0,Serious,5:52,Friday,Stormy,Dawn,Village Road,Wet,Signals,97,3
0,Minor,21:12,Wednesday,Stormy,Dark,National Highway,Under Construction,Police Checkpost,115,5
1,Serious,18:58,Tuesday,Rainy,Dark,Urban Road,Wet,Signals,70,5
0,Minor,7:25,Tuesday,Clear,Dusk,National Highway,Under Construction,Police Checkpost,65,3
0,Minor,16:24,Thursday,Rainy,Dusk,National Highway,Under Construction,Signals,99,3
0,Minor,15:38,Monday,Hazy,Dawn,Village Road,Damaged,Signs,102,5
0,Serious,7:5,Monday,Clear,Dusk,Urban Road,Damaged,Signs,44,5
0,Minor,15:11,Sunday,Rainy,Dawn,National Highway,Damaged,Signs,42,1
0,Serious,19:29,Sunday,Foggy,Dawn,State Highway,Damaged,Police Checkpost,86,2
1,Serious,1:15,Thursday,Rainy,Dusk,Village Road,Wet,Signals,34,4
0,Fatal,12:8,Friday,Clear,Daylight,State Highway,Damaged,Police Checkpost,73,2
0,Fatal,1:6,Sunday,Rainy,Dusk,National Highway,Wet,Signals,114,3
0,Minor,7:41,Monday,Hazy,Daylight,State Highway,Dry,Signals,75,1
0,Serious,9:1,Friday,Stormy,Dark,National Highway,Dry,Unknown,35,2
0,Minor,5:5,Wednesday,Clear,Dusk,State Highway,Under Construction,Police Checkpost,56,2
0,Minor,15:17,Monday,Hazy,Dawn,State Highway,Dry,Unknown,70,4
1,Minor,12:58,Friday,Hazy,Dark,Village Road,Wet,Police Checkpost,91,1
0,Fatal,9:47,Monday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,44,5
0,Serious,9:14,Friday,Foggy,Dusk,Urban Road,Dry,Signals,106,3
1,Fatal,23:39,Monday,Foggy,Dawn,Village Road,Under Construction,Unknown,50,2
0,Serious,4:2,Sunday,Foggy,Dusk,State Highway,Dry,Signs,74,4
0,Serious,5:6,Saturday,Rainy,Dusk,Village Road,Dry,Unknown,109,3
0,Minor,14:58,Thursday,Foggy,Dawn,State Highway,Under Construction,Signals,97,5
0,Serious,18:24,Friday,Hazy,Dawn,National Highway,Under Construction,Unknown,49,2
0,Serious,12:55,Wednesday,Foggy,Dark,State Highway,Wet,Signs,55,5
1,Serious,2:50,Saturday,Rainy,Dark,Village Road,Under Construction,Signals,89,1
0,Minor,5:17,Tuesday,Stormy,Dark,State Highway,Damaged,Signs,78,2
1,Minor,6:19,Thursday,Stormy,Dark,Urban Road,Wet,Unknown,32,1
0,Fatal,11:30,Saturday,Rainy,Dusk,Village Road,Wet,Police Checkpost,101,5
0,Minor,22:14,Wednesday,Hazy,Dawn,National Highway,Dry,Police Checkpost,35,5
0,Serious,2:22,Sunday,Hazy,Daylight,State Highway,Under Construction,Police Checkpost,58,5
0,Fatal,20:7,Tuesday,Stormy,Dusk,National Highway,Wet,Signs,91,3
0,Fatal,6:58,Monday,Foggy,Dusk,Village Road,Damaged,Signs,114,4
1,Minor,14:42,Saturday,Foggy,Dawn,National Highway,Under Construction,Unknown,74,3
0,Minor,8:1,Friday,Hazy,Daylight,Urban Road,Wet,Signals,34,4
0,Serious,2:3,Wednesday,Rainy,Dawn,Village Road,Damaged,Police Checkpost,87,4
0,Serious,17:38,Friday,Foggy,Daylight,State Highway,Damaged,Signals,51,4
0,Minor,9:34,Saturday,Clear,Dawn,National Highway,Under Construction,Signs,94,1
1,Serious,0:36,Monday,Rainy,Dark,National Highway,Wet,Signals,85,1
0,Serious,1:53,Saturday,Rainy,Dawn,National Highway,Under Construction,Unknown,53,3
1,Minor,7:46,Monday,Foggy,Daylight,Village Road,Dry,Signals,57,3
0,Fatal,19:9,Tuesday,Hazy,Dusk,Village Road,Under Construction,Signals,104,4
0,Serious,4:35,Wednesday,Hazy,Dusk,State Highway,Damaged,Signals,93,3
1,Fatal,6:25,Thursday,Foggy,Dark,State Highway,Wet,Police Checkpost,51,3
0,Serious,14:43,Wednesday,Rainy,Dawn,Urban Road,Under Construction,Unknown,76,2
0,Minor,16:47,Monday,Rainy,Dawn,National Highway,Dry,Police Checkpost,90,2
0,Fatal,0:49,Thursday,Clear,Daylight,Urban Road,Under Construction,Unknown,33,1
0,Serious,18:48,Thursday,Hazy,Dawn,State Highway,Damaged,Signs,42,2
0,Fatal,2:53,Wednesday,Stormy,Daylight,National Highway,Wet,Signals,33,1
0,Fatal,6:37,Thursday,Rainy,Dark,Urban Road,Under Construction,Police Checkpost,117,3
1,Fatal,6:21,Thursday,Hazy,Dark,National Highway,Dry,Unknown,53,1
0,Minor,14:20,Tuesday,Stormy,Dusk,State Highway,Dry,Signs,84,3
0,Fatal,10:5,Tuesday,Hazy,Dusk,State Highway,Dry,Signs,78,5
0,Serious,2:36,Sunday,Foggy,Dusk,Village Road,Dry,Police Checkpost,64,3
0,Serious,6:32,Friday,Stormy,Daylight,Urban Road,Damaged,Signals,55,5
0,Serious,10:54,Sunday,Clear,Dark,Village Road,Dry,Unknown,120,3
0,Serious,5:21,Tuesday,Hazy,Daylight,National Highway,Wet,Signals,101,5
0,Serious,6:33,Tuesday,Rainy,Daylight,Village Road,Wet,Police Checkpost,80,2
0,Fatal,23:34,Thursday,Rainy,Dawn,State Highway,Wet,Unknown,53,5
0,Fatal,22:30,Wednesday,Clear,Dark,National Highway,Under Construction,Unknown,33,4
0,Fatal,8:45,Sunday,Stormy,Dawn,Urban Road,Damaged,Unknown,108,3
0,Fatal,11:29,Thursday,Clear,Dark,National Highway,Wet,Signs,55,4
1,Minor,0:17,Friday,Foggy,Dark,State Highway,Damaged,Signs,76,5
0,Fatal,14:12,Thursday,Stormy,Dusk,National Highway,Wet,Unknown,70,1
0,Serious,5:0,Sunday,Clear,Dark,National Highway,Wet,Signals,46,3
0,Fatal,5:31,Sunday,Clear,Dawn,Urban Road,Under Construction,Police Checkpost,42,4
0,Fatal,14:59,Sunday,Clear,Dawn,State Highway,Damaged,Unknown,52,3
0,Serious,9:33,Friday,Stormy,Dusk,State Highway,Wet,Police Checkpost,36,4
0,Serious,10:40,Monday,Rainy,Dawn,National Highway,Dry,Police Checkpost,60,4
0,Minor,12:43,Thursday,Foggy,Daylight,Urban Road,Damaged,Signals,41,3
0,Serious,18:18,Thursday,Stormy,Dawn,Village Road,Damaged,Police Checkpost,58,5
0,Minor,7:24,Wednesday,Clear,Dark,Village Road,Under Construction,Unknown,98,5
0,Serious,8:45,Thursday,Foggy,Daylight,Urban Road,Wet,Signs,93,1
1,Minor,0:5,Wednesday,Clear,Dawn,State Highway,Damaged,Police Checkpost,87,4
0,Minor,4:30,Thursday,Rainy,Dark,State Highway,Wet,Unknown,117,4
0,Minor,9:25,Sunday,Clear,Dark,National Highway,Wet,Signals,113,4
0,Minor,23:59,Thursday,Rainy,Daylight,State Highway,Damaged,Police Checkpost,116,5
0,Serious,14:3,Sunday,Clear,Daylight,State Highway,Dry,Unknown,41,1
1,Fatal,20:41,Monday,Hazy,Daylight,Village Road,Wet,Signs,42,2
0,Minor,22:16,Wednesday,Rainy,Daylight,State Highway,Under Construction,Signs,74,1
0,Fatal,19:57,Monday,Clear,Dusk,National Highway,Under Construction,Signs,37,3
0,Minor,7:52,Thursday,Clear,Dawn,State Highway,Wet,Signals,112,5
0,Fatal,2:39,Monday,Foggy,Dusk,State Highway,Wet,Signs,116,2
0,Minor,6:32,Wednesday,Hazy,Dusk,Village Road,Under Construction,Unknown,90,2
0,Serious,5:43,Tuesday,Foggy,Dusk,National Highway,Wet,Signs,76,3
0,Serious,18:52,Tuesday,Rainy,Daylight,State Highway,Damaged,Signs,97,1
0,Minor,22:24,Saturday,Stormy,Daylight,Village Road,Wet,Signals,102,2
0,Fatal,17:29,Thursday,Foggy,Dusk,State Highway,Dry,Police Checkpost,108,1
0,Serious,8:27,Thursday,Rainy,Dawn,National Highway,Under Construction,Unknown,67,2
0,Minor,21:10,Monday,Stormy,Dawn,State Highway,Damaged,Unknown,72,2
0,Fatal,15:31,Monday,Foggy,Dusk,National Highway,Under Construction,Signals,94,2
0,Fatal,2:38,Saturday,Rainy,Dusk,State Highway,Under Construction,Signs,56,5
0,Serious,22:11,Monday,Foggy,Daylight,National Highway,Wet,Signals,45,5
0,Serious,16:58,Saturday,Hazy,Dawn,National Highway,Dry,Signals,57,4
0,Minor,8:5,Sunday,Clear,Dawn,National Highway,Damaged,Unknown,100,4
0,Serious,11:58,Monday,Stormy,Dark,National Highway,Under Construction,Signals,36,3
1,Minor,6:32,Monday,Foggy,Dark,Urban Road,Wet,Signs,106,3
1,Serious,10:22,Thursday,Stormy,Daylight,Village Road,Dry,Signals,74,5
0,Minor,7:53,Saturday,Rainy,Dusk,State Highway,Under Construction,Unknown,35,5
1,Minor,12:26,Sunday,Hazy,Dawn,Village Road,Damaged,Police Checkpost,63,4
0,Fatal,12:29,Monday,Rainy,Daylight,Urban Road,Under Construction,Unknown,63,2
1,Minor,7:5,Monday,Hazy,Daylight,Urban Road,Damaged,Signals,80,5
0,Serious,22:27,Thursday,Foggy,Dusk,Village Road,Damaged,Unknown,35,4
0,Serious,13:32,Sunday,Rainy,Dusk,National Highway,Wet,Police Checkpost,83,1
0,Fatal,4:53,Thursday,Clear,Dark,Urban Road,Damaged,Police Checkpost,46,3
0,Serious,4:58,Sunday,Rainy,Dawn,National Highway,Damaged,Signals,104,2
0,Serious,19:23,Saturday,Hazy,Dawn,State Highway,Under Construction,Unknown,47,4
1,Serious,15:56,Friday,Foggy,Dark,National Highway,Wet,Signals,42,4
0,Fatal,8:29,Thursday,Stormy,Dawn,Urban Road,Dry,Signals,73,3
0,Minor,4:30,Friday,Clear,Dawn,State Highway,Wet,Signs,108,4
0,Minor,13:59,Saturday,Hazy,Daylight,Village Road,Damaged,Unknown,63,3
0,Minor,15:14,Saturday,Stormy,Dark,Village Road,Wet,Signs,39,2
0,Serious,8:42,Thursday,Clear,Dusk,Village Road,Wet,Signals,100,1
0,Fatal,15:33,Monday,Stormy,Dusk,State Highway,Under Construction,Police Checkpost,53,1
0,Fatal,13:30,Friday,Stormy,Dawn,Village Road,Damaged,Unknown,90,2
0,Minor,10:57,Thursday,Hazy,Dawn,Village Road,Under Construction,Unknown,91,5
0,Serious,18:54,Wednesday,Foggy,Dark,National Highway,Under Construction,Signs,67,2
0,Serious,17:1,Tuesday,Foggy,Daylight,Village Road,Damaged,Signals,46,1
1,Serious,12:17,Monday,Foggy,Daylight,State Highway,Damaged,Signals,90,1
0,Serious,17:22,Saturday,Hazy,Daylight,Village Road,Dry,Signals,99,4
0,Minor,11:39,Sunday,Rainy,Daylight,Village Road,Dry,Police Checkpost,32,5
0,Serious,13:20,Monday,Clear,Dawn,Village Road,Wet,Police Checkpost,72,2
0,Fatal,18:17,Tuesday,Stormy,Dusk,National Highway,Dry,Signs,60,2
0,Fatal,13:17,Friday,Rainy,Dark,National Highway,Under Construction,Unknown,61,2
0,Minor,9:7,Thursday,Stormy,Dusk,National Highway,Under Construction,Unknown,38,4
0,Serious,20:0,Thursday,Hazy,Dusk,National Highway,Dry,Police Checkpost,79,1
0,Fatal,8:28,Thursday,Rainy,Daylight,National Highway,Dry,Signals,63,3
